-2.172627269691811743e-03,2.557707944579505534e-03,9.616570999095719330e-02,9.997122287750244141e-01,-1.494920626282691956e-02,-9.185185655951499939e-03,-1.635999418795108795e-02,-1.856790781021118164e-01,1.258454084396362305e+00,-2.663563728332519531e+00,2.426555156707763672e-01,1.252511978149414062e+00,-2.692431211471557617e+00,-2.345220446586608887e-01,1.274510383605957031e+00,-2.667651414871215820e+00,3.201131224632263184e-01,1.306959867477416992e+00,-2.653280973434448242e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.048382866947018623e-04,-1.351867620979255408e-04,-6.012908982200226501e-04,1.347870826721191406e-01,-5.494505539536476135e-02,1.253434121608734131e-01,6.267169862985610962e-02,-8.585164905525743961e-04,-1.304945051670074463e-01,-1.167582347989082336e-01,-0.000000000000000000e+00,3.090659342706203461e-02,-5.494505167007446289e-02,4.464285820722579956e-02,5.151099059730768204e-03
-2.202560421590570722e-03,2.517743101146050974e-03,9.622483519485476589e-02,9.997116327285766602e-01,-1.491690520197153091e-02,-9.213575161993503571e-03,-1.641011051833629608e-02,-1.857212185859680176e-01,1.257569074630737305e+00,-2.662425994873046875e+00,2.426555156707763672e-01,1.251416206359863281e+00,-2.692304849624633789e+00,-2.345641851425170898e-01,1.274004697799682617e+00,-2.666598081588745117e+00,3.201131224632263184e-01,1.306917667388916016e+00,-2.652564525604248047e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.391527327089577161e-04,-7.004650362977488196e-04,-1.362861344670407383e-03,0.000000000000000000e+00,-1.150412112474441528e-01,2.017513811588287354e-01,8.070054650306701660e-02,-5.494505539536476135e-02,-1.717032981105148792e-03,-1.425137221813201904e-01,-1.047390103340148926e-01,1.304945051670074463e-01,1.888736151158809662e-02,7.469093799591064453e-02,-6.009615492075681686e-03
-2.220038998813561506e-03,2.502862520330460371e-03,9.698604535227464685e-02,9.997112751007080078e-01,-1.492790225893259048e-02,-9.251786395907402039e-03,-1.640055328607559204e-02,-1.857212185859680176e-01,1.255419731140136719e+00,-2.657453060150146484e+00,2.426133751869201660e-01,1.246485710144042969e+00,-2.691462039947509766e+00,-2.344799041748046875e-01,1.272993087768554688e+00,-2.660866498947143555e+00,3.200288414955139160e-01,1.306117057800292969e+00,-2.642323970794677734e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.680969835966405989e-04,-4.742404455073722172e-04,-9.049994138640337282e-04,-2.918955869972705841e-02,-9.787087887525558472e-02,1.811469793319702148e-01,0.000000000000000000e+00,5.408653989434242249e-02,4.635988920927047729e-02,6.095466762781143188e-02,2.146291173994541168e-02,1.176167577505111694e-01,-1.038804873824119568e-01,-2.910370826721191406e-01,4.550137519836425781e-01
-2.370326454790477270e-03,2.483465037210861367e-03,9.758022926361144267e-02,9.997125864028930664e-01,-1.485626026988029480e-02,-9.314119815826416016e-03,-1.634916663169860840e-02,-1.857212185859680176e-01,1.252343416213989258e+00,-2.656273126602172852e+00,2.426133751869201660e-01,1.242819309234619141e+00,-2.690577030181884766e+00,-2.344377636909484863e-01,1.271602392196655273e+00,-2.659518003463745117e+00,3.200288414955139160e-01,1.303756952285766602e+00,-2.637351274490356445e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.217343653132254247e-04,-1.870903018316025929e-03,-1.422926725426344567e-04,-9.271977841854095459e-02,-1.193337887525558472e-01,-1.004464328289031982e-01,1.588255465030670166e-01,-2.163461595773696899e-01,-7.039835304021835327e-02,3.262362629175186157e-02,8.585164905525743961e-04,4.721840843558311462e-02,1.347870826721191406e-01,3.691620752215385437e-02,-6.868132203817367554e-02
-2.580144098802849076e-03,2.434376347136394964e-03,9.787308263324370761e-02,9.997162818908691406e-01,-1.477810461074113846e-02,-9.323053061962127686e-03,-1.618878915905952454e-02,-1.857212185859680176e-01,1.250952720642089844e+00,-2.655261754989624023e+00,2.425290942192077637e-01,1.236624479293823242e+00,-2.688891172409057617e+00,-2.343956232070922852e-01,1.270506858825683594e+00,-2.658338069915771484e+00,3.199024200439453125e-01,1.296592950820922852e+00,-2.636129140853881836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.826841572358859581e-03,-1.879372104042126724e-03,1.746829467405202306e-03,-1.201923005282878876e-02,-2.232142910361289978e-02,4.206730797886848450e-02,-6.696428358554840088e-02,-2.833104431629180908e-01,1.296359896659851074e-01,3.434065729379653931e-02,-1.201923117041587830e-01,6.782279908657073975e-02,-1.717032864689826965e-03,-1.571085155010223389e-01,8.585164905525743961e-04
-2.993295834821377375e-03,2.444802779628711242e-03,9.803680312438947664e-02,9.997232556343078613e-01,-1.466999948024749756e-02,-9.282160550355911255e-03,-1.587529294192790985e-02,-1.858054995536804199e-01,1.244799852371215820e+00,-2.654334545135498047e+00,2.424448132514953613e-01,1.226257324218750000e+00,-2.687331914901733398e+00,-2.343534827232360840e-01,1.265323400497436523e+00,-2.657410860061645508e+00,3.198181390762329102e-01,1.288585901260375977e+00,-2.635033369064331055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.231595357253411595e-04,-2.968447225345563316e-03,3.547624933061840555e-03,8.585164323449134827e-04,-2.154876440763473511e-01,-6.782279908657073975e-02,-2.575549297034740448e-03,-1.313530206680297852e-01,7.125686854124069214e-02,1.236263662576675415e-01,-1.330700516700744629e-01,7.640796899795532227e-02,7.898351550102233887e-02,-3.519917652010917664e-02,-7.383241504430770874e-02
-3.588465914350162309e-03,2.416409739219630825e-03,9.822463985787378837e-02,9.997130632400512695e-01,-1.460803858935832977e-02,-9.145774878561496735e-03,-1.663413830101490021e-02,-1.857633590698242188e-01,1.231188058853149414e+00,-2.653280973434448242e+00,2.424026727676391602e-01,1.219135284423828125e+00,-2.685056209564208984e+00,-2.343956232070922852e-01,1.253059864044189453e+00,-2.656020164489746094e+00,3.192281424999237061e-01,1.281969547271728516e+00,-2.633642673492431641e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.202165593223725657e-03,4.521590953488214409e-04,-4.805206275337608850e-03,-3.090659156441688538e-02,-6.782279908657073975e-02,-7.125686854124069214e-02,-2.146290987730026245e-02,-2.412431389093399048e-01,1.064560413360595703e-01,-1.425137221813201904e-01,-2.876030206680297852e-01,-6.696428358554840088e-02,-9.701235592365264893e-02,-2.566964328289031982e-01,7.812500000000000000e-02
-4.371431143898884403e-03,2.374006109681618942e-03,9.847125846820330153e-02,9.997257590293884277e-01,-1.401777006685733795e-02,-9.509237483143806458e-03,-1.616952195763587952e-02,-1.857633590698242188e-01,1.219346046447753906e+00,-2.651848077774047852e+00,2.423605322837829590e-01,1.202657699584960938e+00,-2.681052684783935547e+00,-2.343113422393798828e-01,1.245811462402343750e+00,-2.654966592788696289e+00,3.189331293106079102e-01,1.268188953399658203e+00,-2.631704092025756836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.844188021419576322e-03,-2.398440623100650884e-03,3.340667920962366987e-03,-1.974587887525558472e-02,-1.468063145875930786e-01,4.979395493865013123e-02,-2.661401033401489258e-02,-3.434065878391265869e-01,1.270604431629180908e-01,9.701235592365264893e-02,-1.828640103340148926e-01,-0.000000000000000000e+00,1.399381756782531738e-01,-2.695741653442382812e-01,1.116071417927742004e-01
-5.193719527492459721e-03,2.338284364647896449e-03,9.882516796093755718e-02,9.997235536575317383e-01,-1.362629514187574387e-02,-9.819248691201210022e-03,-1.645381934940814972e-02,-1.856790781021118164e-01,1.206492424011230469e+00,-2.648603200912475586e+00,2.423183917999267578e-01,1.186180114746093750e+00,-2.676206350326538086e+00,-2.343534827232360840e-01,1.231820106506347656e+00,-2.653533935546875000e+00,3.179638683795928955e-01,1.260687589645385742e+00,-2.629765510559082031e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.542552931713270903e-03,-4.062389226190787905e-03,-3.398153655936632378e-04,7.554944604635238647e-02,-4.447115361690521240e-01,4.464285820722579956e-02,-1.073145568370819092e-01,-1.785714328289031982e-01,9.186126291751861572e-02,-1.459477934986352921e-02,-9.014423191547393799e-02,-6.524725258350372314e-02,-8.585164323449134827e-04,-2.678571343421936035e-01,8.070054650306701660e-02
-6.255763323816878815e-03,2.292743220852491107e-03,9.951336502916557913e-02,9.997328519821166992e-01,-1.239515654742717743e-02,-1.052842754870653152e-02,-1.642251759767532349e-02,-1.857633590698242188e-01,1.188287019729614258e+00,-2.643377542495727539e+00,2.422762513160705566e-01,1.166920900344848633e+00,-2.667398691177368164e+00,-2.343534827232360840e-01,1.221579551696777344e+00,-2.651806116104125977e+00,3.167417347431182861e-01,1.244547128677368164e+00,-2.624244928359985352e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.879626122995015428e-02,-9.184250898895360629e-03,-7.913495936148043407e-04,-1.717032864689826965e-02,-4.163804948329925537e-01,2.463942319154739380e-01,-4.120878875255584717e-02,-3.837568759918212891e-01,2.798763811588287354e-01,-0.000000000000000000e+00,-4.721840620040893555e-01,5.494505539536476135e-02,-0.000000000000000000e+00,-3.768887519836425781e-01,6.181318685412406921e-02
